,y,a,b,c,h,yy,dy,B,night,hypo,dips,twos,tres,fp,tp,A,C
2022-02-01 12:03:13,6.88293,0.0,0.0125,0.0,,6.88293,0.0,0.11624582791333318,False,False,False,False,False,False,False,5.960464477539062e-07,0.24299549329407308
2022-02-01 12:08:13,6.93844,0.0,0.03995604,0.0,,6.93844,0.05550999999999995,0.11404149617754308,False,False,False,False,False,False,False,2.980232238769531e-07,0.2164843722353747
2022-02-01 12:13:13,6.88293,0.0,0.0665934,0.0,,6.88293,-0.05550999999999995,0.11267110577180468,False,False,False,False,False,False,False,1.4901161193847656e-07,0.19286564872645662
2022-02-01 12:18:13,6.77191,0.0,0.0665934,0.0,,6.77191,-0.1110199999999999,0.11134084531780389,False,False,False,False,False,False,False,7.450580596923828e-08,0.1718237584336122
2022-02-01 12:23:13,6.6609,0.0,0.0665934,0.0,,6.6609,-0.11101000000000028,0.11004950835891938,False,False,False,False,False,False,False,3.725290298461914e-08,0.1530775655074632
2022-02-01 12:28:13,6.38336,0.0,0.0665934,0.0,,6.38336,-0.2775400000000001,0.10879592648859453,False,False,False,False,False,False,False,1.862645149230957e-08,0.13637660638891544
2022-02-01 12:33:13,6.10582,0.0,0.02663736,0.0,,6.10582,-0.2775400000000001,0.10642678963528476,False,False,False,False,False,False,False,9.313225746154785e-09,0.12149774342116788
2022-02-01 12:38:13,5.88379,0.0,0.0,0.0,,5.88379,-0.22202999999999928,0.1033589798653013,False,False,False,False,False,False,False,4.6566128730773926e-09,0.10824218355731371
2022-02-01 12:43:13,5.99481,0.0,0.0,0.0,,5.99481,0.1110199999999999,0.10038066606462337,False,False,False,False,False,False,False,2.3283064365386963e-09,0.0964328223310584
2022-02-01 12:48:13,5.88379,0.0,0.0380666999999999,0.0,,5.88379,-0.1110199999999999,0.09858569736245257,False,False,False,False,False,False,False,1.1641532182693481e-09,0.08591187760387177
2022-02-01 12:53:13,5.88379,10.0,1.0634445,10.0,,5.88379,0.0,0.12636931793848072,False,False,False,False,False,False,False,5.000000000582077,1.1675516183184196
2022-02-01 12:58:13,5.71727,0.0,0.0891828909090909,0.0,,5.71727,-0.16652000000000022,0.12529886560641243,False,False,False,False,False,False,False,2.5000000002910383,1.040170238224428
2022-02-01 13:03:13,5.43973,0.0,0.0797563636363636,0.0,,5.43973,-0.2775400000000001,0.12398829125839736,False,False,False,False,False,False,False,1.2500000001455192,0.926686330375327
2022-02-01 13:08:13,5.60626,0.0,0.0319025454545454,0.0,,5.60626,0.16652999999999984,0.12133916255787448,False,False,False,False,False,False,False,0.6250000000727596,0.8255836626538064
